Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto
7,28,152-165,House 2 Inside Floor,SCC/GD/MB,4/7/2023,,1,2,,,,16,2,?,?,?,0,?,?,1.11,MOQ-1483,x
7,28,152-165,House 2 Inside Floor,SCC/GD/MB,4/7/2023,,1,3,,,,16,,1,1,1,0,1,2,0.55,MOQ-1484,x
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,1,0,1,,0.21,MOQ-1485,
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,3,0,0,0,0,,0.59,MOQ-1486,
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,2,0,1,,0.28,MOQ-1487,
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,2,0,0,0,0,,0.24,MOQ-1488,
7,20,202-211,,LL,4/6/2023,,1,2,,,,16,,1,1,1,0,1,,0.17,MOQ-1489,
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,0,0,2,,0.06,not pxrf'd,
7,28,152-165,House 2 Inside Floor,SC/GD/MB,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.28,MOQ-1495,
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.28,MOQ-1509,
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.42,MOQ-1508,
7,30,171-176,,RVQ,4/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.43,MOQ-1497,
7,27,146-163,,SC/GD/MB,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.02,MOQ-1496,
7,27,146-163,Wall Outside,SC/GD,4/7/2023,,1,2,,,,16,,1,1,1,0,1,,0.28,MOQ-1500,x
7,27,146-163,,SC/GD/MB,4/7/2023,,1,1,,,,16,,1,0,1,0,4,,0.19,MOQ-1504,
7,27,146-163,Wall Outside,SC/GD/MB,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-1498,
7,19,186-192,House 3,ENHR,4/7/2023,,1,1,,,,16,,2,0,3,0,3,,0.32,MOQ-1491,
7,23E,229-,House 1 East,RP,5/7/2023,,1,1,,,,16,,2,0,3,0,3,,0.03,MOQ-1481,
7,23E,229-,House 1 East,RP,5/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.41,MOQ-1480,
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.33,MOQ-1478,
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,4,,,1,0,,2,0.71,MOQ-1464,x
7,22,222-242,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.53,MOQ-1494,
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,0,0,2,,0.18,MOQ-1490,
7,23,243,House 1,RP,7/7/2023,,1,1,,,,16,4,,,1,0,,2,0.59,MOQ-1469,x
7,22,222-242,House 2 Inside,MB,4/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.03,not-pxrfd,
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.05,MOQ-1502,
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-1477,
7,23,243,House 1,RP,7/7/2023,,1,1,,,,16,,1,1,1,0,1,,0.17,MOQ-1476,
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.29,MOQ-1460,
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.08,MOQ-1461,
7,24,238-247,House 1,RP,5/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.4,MOQ-1428,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.27,MOQ-1420,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.04,not-pxrfd,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.28,MOQ-1387,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.29,MOQ-1392,
7,20,202-211,,ENHR,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.08,MOQ-1512,
7,26,153-166,House 2 Outside,ENHR,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.03,not pxrfd,
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,2,18.02,10.12,2.8,16,4,,1,1,0,1,2,0.43,MOQ-1465,x
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.15,MOQ-1384,
7,30,171-176,,RVQ,4/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.35,MOQ-1424,x
7,22,220-222,,SCC/GDD,4/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.12,MOQ-1425,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1389,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.18,MOQ-1390,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.01,not pxrfd,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.06,not pxrfd,
7,24,173-,House 2,RP,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.02,MOQ-1421,
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,3,,,,16,,1,0,3,0,3,,1.91,MOQ-1419,x
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.32,MOQ-1381,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.63,MOQ-1391,
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-1386,
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,2,,,,16,,1,0,0,0,4,,0.53,MOQ-1385,
7,27,146-163,,SC/GD,4/7/2023,,1,2,,,,16,,1,1,0,0,2,,1.37,MOQ-1443,
7,17,298-300,,rvq,3/6/2012,,1,1,,,,16,,1,0,3,0,3,,0.68,MOQ-1408,
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,1,0,2,4,3,,0.62,MOQ-1382,x
7,23,243-246,House 1,RVQ/RP,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.03,not pxrfd,
7,26,153-166,House 2 Outside,LL/EN,7/7/2023,,1,2,,,,16,2,,,1,0,,2,1.05,MOQ-1399,x
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,2,,,,16,,3,0,0,0,0,,1.04,MOQ-1434,
7,25,125-139,House 3 Outside,LL/EN,7/7/2023,,1,2,,,,16,,2,0,1,0,3,,1.0,MOQ-1400,
7,33N,90-96,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.04,MOQ-1405,
7,33N,90-96,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.2,MOQ-1406,
7,21E,207-232,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-1418,
7,23,243-,House 1,RP,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-1441,
7,23,243-,House 1,RP,7/7/2023,,1,2,,,,16,,1,2,0,0,2,,0.81,MOQ-1440,
7,28,151-,House 1 Inside,MB/RP,28/6/23,,1,1,,,,16,,2,0,2,0,3,,0.31,MOQ-1401,
7,25,125-156,House 3 Outside,ENHR,7/7/2023,,1,2,,,,16,,1,0,1,0,3,,0.7,MOQ-1396,
7,16,265-285,,MB/LL/R,30/06/23,,1,1,,,,16,,1,0,0,0,4,,0.02,MOQ-1397,
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.01,not pxrfd,
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,1,0,1,1,0.31,MOQ-1383,x
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.27,MOQ-1379,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.24,MOQ-1378,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.02,not pxrfd,
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.14,MOQ-1368,
7,35N,106-109,,RVQ,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1372,
7,26,143-153,House 2 Outside,LL/EN,6/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.11,MOQ-1402,
7,33N,90-96,House 2 Outside,MB/GDD,3/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.87,MOQ-1388,x
7,25,123-125,,LL,4/6/2023,,1,1,,,,16,,1,1,2,0,1,,0.22,MOQ-1423,
7,32,84-94,,ENHR,3/7/2023,,1,2,,,,16,,1,1,1,0,1,,0.05,not pxrfd,x
7,32,84-94,,ENHR,3/7/2023,,1,3,,,,16,,?,?,?,0,?,,3.72,MOQ-1370,x
7,25,125-139,House 3 Outside,LL/EN,7/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.67,MOQ-1313,
7,26,153-166,House 2 Outside,LLEN,7/7/2023,,1,2,,,,16,4,,,1,0,,2,0.39,MOQ-1374,x
7,26,153-166,House 2 Outside,LLEN,7/7/2023,,1,2,,,,16,,2,0,0,0,0,,0.66,MOQ-1375,
7,24,173-,House 2,RP,6/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-1444,x
7,29,163-,House 2,RVQ,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.27,MOQ-1436,
7,25,123-125,,LL,4/6/2023,,1,2,,,,16,,1,2,2,0,1,,0.48,MOQ-1431,
7,25,123-125,,LL,4/6/2023,,1,2,,,,16,4,,,1,0,,2,0.83,MOQ-1448,x
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.44,MOQ-1422,
7,24,238-247,House 1,RP,5/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.66,MOQ-1433,
7,21E,207-232,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,4,,2,,0,,2,0.53,MOQ-1439,x
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.2,MOQ-1447,
7,20,211-216,,ENHR,6/5/2023,,1,2,,,,16,2,,,1,0,,2,0.62,MOQ-1451,x
7,21E,207-232,,SCC/GDD,5/7/2023,,1,2,,,,16,,1,1,1,0,1,,0.22,MOQ-1499,
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.54,MOQ-1462,
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-1463,
7,36N,105-108,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.28,MOQ-1450,
7,30,176-195,House 1,LL,6/7/2023,,1,2,,,,16,,1,1,2,0,1,,0.45,MOQ-1458,
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,2,,,,16,,3,0,0,0,0,,0.24,MOQ-1456,
7,35N,106-109,,RVQ,3/7/2023,,1,2,,,,16,,1,1,3,0,1,,0.89,MOQ-1398,
7,26,143-153,,LL/EN,7/7/2023,,1,2,,,,16,2,,2,2,0,,"1,2",0.71,MOQ-1403,x
7,25,125-156,House 3 Outside,LL/EN,7/7/2023,,1,2,,,,16,,1,1,2,0,1,1,0.93,MOQ-1380,
7,23,223-229,,AFA/MB,29/06/23,,1,1,,,,16,,1,0,1,0,3,,0.3,MOQ-1314,
7,29,159-163,House 1 Inside,LL,29/06/23,,1,1,,,,16,,2,0,0,0,0,,0.5,MOQ-1326,
7,18,303-314,,GDD,30/06/23,,1,2,22.51,11.32,4.58,16,4,,1,2?,0,,2,1.0,MOQ-1318,x
7,29,163-173,House 2,GHM,4/7/2023,,1,2,16.39,13.26,4.3,16,2,,0,1,0,3,,0.78,MOQ-1445,x
7,26,136-143,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-1479,
7,26,136-143,,ENHR,3/7/2023,,1,2,20.22,9.57,3.26,16,4,,,1,0,,2,0.69,MOQ-1528,x
7,22,220-222,,SCC/GDD,4/7/2023,,1,2,,,,16,,1,1,2,0,1,,0.74,MOQ-1459,
7,26,136-143,,ENHR,3/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.07,MOQ-1526,
7,20,202-211,,LL,4/6/2023,,1,2,,,,16,,1,1,2,0,1,1,0.61,MOQ-1446,x
7,30,176-195,House 1,RP,6/7/2023,,1,1,,,,16,,1,0,2,0,3,1,0.21,MOQ-1449,
7,21E,207-232,House 2 Inside,SC/GD,5/7/2023,,1,1,,,,16,,1,0,2,0,3,1,0.42,MOQ-1442,
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.03,MOQ-1516,
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,2,,,,16,,1,1,2,0,1,,0.95,MOQ-1515,
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,1,,,,16,,1,2,3,0,1,,0.24,MOQ-1529,
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.09,MOQ-1453,
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.14,MOQ-1454,
7,26,153-166,House 2 Outside,LL,7/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.6,MOQ-1455,
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-1371,
7,22,217-,Floor Inside,MB,29/6/23,,1,1,,,,16,,2,0,0,0,0,,0.3,MOQ-1452,
7,22,217-,Floor Inside,MB,29/6/23,,1,1,,,,16,,3,0,0,0,0,,0.03,not-pxrfd,
7,30,176-195,House 1,RP,6/7/2023,,1,2,,,,16,,2,0,0,0,0,,1.63,MOQ-1466,
7,30,176-195,House 1,RP,6/7/2023,,1,1,,,,16,,1,2,1,0,1,3,0.91,MOQ-1467,x
7,30,176-195,House 1,RP,6/7/2023,,1,1,,,,16,,1,1,2,0,1,1,0.7,MOQ-1468,x
7,20,202-211,,LL,4/6/2023,,1,2,,,,16,4,,0,1,0,3,2,2.58,MOQ-1437,x
7,25,125-156,House 3 Outside,ENHR,7/7/2023,,1,2,22.9,15.35,4.9,16,4,,,1,0,,2,1.4,MOQ-1432,x
7,26,143-153,,LL/EN,6/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.73,MOQ-1367,
7,23,243-,House 1,RP,7/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.35,MOQ-1457,
7,28,151-152,House 1 Inside,MB/RP,28/6/23,,1,1,,,,16,,1,0,0,0,4,1,0.05,not-pxrfd,
7,34N,92-98,House 1 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,3,0,1,,0.34,not-pxrfd,
7,22,217-220,House 2 Below Floor,GDD,29/6/23,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1330,
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.14,MOQ-1394,
7,23,223-229,House 2 Below,GDD,30/6/23,,1,1,,,,16,,3,0,0,0,0,,0.1,MOQ-1334,
7,36,103-105,House 1 Outside,RVQ,27/6/23,,1,1,,,,16,,3,0,0,0,0,,0.6,MOQ-1280,
7,20,189-202,,ENHR,29/6/23,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1317,
7,34,76-82,House 2 Outside,MB/LL,21/6/23,,1,1,,,,16,,2,0,0,0,0,,0.2,MOQ-1316,
7,34,76-82,House 2 Outside,MB/LL,21/6/23,,1,1,,,,16,,1,2,0,0,2,,0.4,MOQ-1183,
7,23,223-229,House 2 Below,GDD,30/06/23,,1,2,,,,16,,1,0,1,0,3,,1.2,MOQ-1327,
7,22,217-220,House 2 Below Floor,MB,29/06/23,,1,2,,,,16,,2,0,0,0,0,,1.2,MOQ-1335,
7,22,217-220,House 2 Below Floor,MB,29/06/23,,1,1,,,,16,,1,0,3,0,3,,0.5,MOQ-1336,
7,22,217-220,House 2 Below Floor,MB,29/06/23,,1,2,,,,16,,1,3,3,0,1,1,1.2,MOQ-1277,x
7,24SE+30NE,297-313,House 5 Outside Below,MB,3/8/2023,,1,1,,,,16,,1,2,2,0,1,,1.0,MOQ-1184,
7,18,303-314,,GDD,30/06/23,,1,1,,,,16,,1,0,1,0,3,1,0.1,MOQ-1337,
7,18,303-314,,GDD,30/06/23,,1,2,,,,16,,2,0,0,0,0,0,0.4,MOQ-1338,
7,23,223-229,,GDD,30/06/23,,1,1,,,,16,,1,0,1,0,3,,0.2,MOQ-1329,
7,19,192-207,House 3,LL/EN,6/7/2023,,1,1,,,,16,2,,,1,0,,1,0.4,MOQ-1279,
7,18,303-314,,GDD,30/06/23,,1,2,,,,16,,1,2,2,0,1,1,0.7,MOQ-1312,x
7,21W,207-232,House 2 Outside,SC/GD,5/7/2023,,1,2,,,,16,,1,0,2,0,3,,0.54,MOQ-1507,
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,2,,,,16,,2,1,0,0,2,,0.75,MOQ-1438,
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,3,,,,16,,2,3,0,0,2,,4.22,MOQ-1530,x
7,23,223-229,,GDD,30/06/23,,1,1,,,,16,,1,2,2,0,1,,0.4,MOQ-1213,
7,28,151-152,House 1 Inside,MB/RP,28/06/23,,1,1,,,,16,,1,1,2,0,1,,0.08,MOQ-1214,
8,16,?-172,House 7,ENHR,18/08/23,,1,2,,,,16,4,,,1,0,,2,0.93,MOQ-2386,x
8,23,189-190,House 7 Outside,GHM,22/08/23,,1,2,,,,16,4,,,1,0,,2,1.33,MOQ-2359,x
8,13,270-290,,SCS,28/07/23,,1,2,,,,16,4,,,1,0,,,1.63,MOQ-2350,x
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,2,0,1,0,3,,0.44,MOQ-2345,
8,10,362-378,,RP,1/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.18,MOQ-1849,
8,13,270-290,,SCS/JQ,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.13,MOQ-2292,
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,3,0,0,0,0,,1.57,MOQ-2377,
